SRCID,Q1,Q1_Ordinal,Q2,DUM1,DUM2,Q5Average,Q6,Q7Average,Q8,Q9Average,Q10,Q11Average,Q12,Q12_Ordinal,Q18,Q20,Q22,Q22_Ordinal,Q24,p_gender_sdc,p_age_group_sdc,p_education_sdc,p_state_sdc,Random
637,2,"""2""","""29""","""1""","""2""",2,"""1""",2,"""5""",2,"""2""",2,1,"""1""",7,9,3,"""3""","""1""","""1""","""2""","""1""","""1""",492.212844
642,4,"""4""","""5""","""1""","""3""",2,"""1""",1,"""5""",2,"""1""",1,1,"""1""",7,10,3,"""3""","""1""","""2""","""2""","""1""","""1""",492.6477064
649,2,"""2""","""19""","""1""","""1""",3,"""4""",2,"""8""",3,"""1""",2,1,"""1""",4,6,3,"""3""","""0""","""2""","""3""","""2""","""4""",493.0825688
654,2,"""2""","""35""","""1""","""1""",2,"""1""",1,"""8""",2,"""1""",1,1,"""1""",3,8,3,"""3""","""1""","""2""","""2""","""1""","""2""",493.5174312
658,4,"""4""","""19""","""2""","""2""",3,"""9""",1,"""2""",3,"""2""",2,1,"""1""",5,8,3,"""3""","""1""","""2""","""3""","""1""","""2""",493.9522936
659,2,"""2""","""1""","""1""","""1""",2,"""4""",1,"""2""",2,"""1""",2,1,"""1""",7,8,3,"""3""","""0""","""2""","""3""","""2""","""1""",494.387156
669,2,"""2""","""13""","""1""","""2""",2,"""8""",1,"""7""",2,"""2""",2,1,"""1""",8,5,3,"""3""","""0""","""1""","""3""","""2""","""4""",494.8220183
678,4,"""4""","""1""","""2""","""1""",3,"""1""",2,"""5""",3,"""1""",2,1,"""1""",7,7,3,"""3""","""1""","""1""","""2""","""1""","""4""",495.2568807
688,4,"""4""","""13""","""1""","""1""",3,"""1""",1,"""9""",3,"""2""",2,1,"""1""",7,10,3,"""3""","""0""","""1""","""3""","""2""","""2""",495.6917431
694,2,"""2""","""33""","""2""","""1""",3,"""4""",1,"""9""",3,"""2""",2,1,"""1""",4,6,3,"""3""","""2""","""2""","""3""","""1""","""1""",496.1266055
703,5,"""5""","""20""","""1""","""1""",2,"""2""",1,"""3""",2,"""1""",2,1,"""1""",3,10,3,"""3""","""1""","""2""","""3""","""1""","""3""",496.5614679
708,2,"""2""","""11""","""1""","""3""",2,"""1""",2,"""5""",2,"""1""",2,1,"""1""",7,8,3,"""3""","""1""","""1""","""4""","""1""","""3""",496.9963303
718,4,"""4""","""11""","""1""","""3""",2,"""1""",1,"""5""",2,"""2""",1,1,"""1""",3,8,3,"""3""","""1""","""2""","""2""","""1""","""2""",497.4311927
722,4,"""4""","""20""","""2""","""2""",3,"""1""",1,"""2""",3,"""2""",2,1,"""1""",2,7,3,"""3""","""1""","""1""","""3""","""1""","""2""",497.866055
728,4,"""4""","""11""","""1""","""1""",2,"""4""",2,"""5""",2,"""1""",2,1,"""1""",8,8,3,"""3""","""1""","""2""","""2""","""1""","""1""",498.3009174
730,5,"""5""","""11""","""1""","""2""",2,"""4""",1,"""5""",2,"""2""",2,1,"""1""",8,9,3,"""3""","""1""","""1""","""3""","""1""","""1""",498.7357798
731,4,"""4""","""11""","""1""","""1""",2,"""12""",1,"""1""",2,"""2""",1,1,"""1""",7,8,3,"""3""","""1""","""2""","""3""","""1""","""2""",499.1706422
734,4,"""4""","""96""","""2""","""2""",3,"""9""",1,"""1""",3,"""2""",2,1,"""1""",8,10,3,"""3""","""0""","""2""","""2""","""2""","""1""",499.6055046
735,5,"""5""","""13""","""2""","""1""",2,"""4""",1,"""1""",2,"""2""",2,1,"""1""",8,7,3,"""3""","""1""","""1""","""3""","""1""","""3""",500.040367
740,4,"""4""","""18""","""2""","""1""",2,"""4""",1,"""5""",2,"""2""",2,1,"""1""",7,3,3,"""3""","""1""","""1""","""1""","""1""","""3""",500.4752294
743,2,"""2""","""16""","""1""","""3""",3,"""1""",1,"""5""",3,"""2""",2,1,"""1""",8,5,3,"""3""","""2""","""1""","""3""","""1""","""3""",500.9100917
745,2,"""2""","""8""","""1""","""1""",2,"""2""",1,"""6""",2,"""1""",1,1,"""1""",5,7,3,"""3""","""1""","""2""","""2""","""1""","""1""",501.3449541
751,5,"""5""","""16""","""2""","""3""",2,"""11""",2,"""5""",2,"""2""",2,1,"""1""",8,8,3,"""3""","""0""","""1""","""4""","""3""","""4""",501.7798165
753,1,"""1""","""1""","""1""","""1""",1,"""4""",2,"""5""",1,"""1""",2,1,"""1""",5,5,3,"""3""","""1""","""2""","""2""","""1""","""6""",502.2146789
763,4,"""4""","""11""","""1""","""3""",2,"""12""",1,"""3""",2,"""1""",2,1,"""1""",8,10,3,"""3""","""1""","""2""","""4""","""1""","""1""",502.6495413
766,2,"""2""","""96""","""1""","""1""",2,"""11""",1,"""5""",2,"""1""",2,1,"""1""",6,6,3,"""3""","""0""","""1""","""1""","""3""","""5""",503.0844037
767,5,"""5""","""19""","""2""","""3""",2,"""4""",1,"""8""",2,"""1""",1,1,"""1""",7,4,3,"""3""","""1""","""1""","""4""","""1""","""1""",503.5192661
774,2,"""2""","""13""","""2""","""3""",2,"""4""",2,"""9""",2,"""1""",2,1,"""1""",7,5,3,"""3""","""0""","""1""","""2""","""2""","""2""",503.9541284
777,4,"""4""","""1""","""1""","""3""",3,"""4""",2,"""3""",3,"""1""",2,1,"""1""",2,7,3,"""3""","""1""","""1""","""3""","""1""","""2""",504.3889908
783,2,"""2""","""8""","""1""","""1""",2,"""11""",1,"""2""",2,"""1""",2,1,"""1""",6,8,3,"""3""","""1""","""2""","""1""","""1""","""1""",504.8238532
788,2,"""2""","""11""","""2""","""2""",2,"""6""",2,"""5""",2,"""2""",2,1,"""1""",4,7,3,"""3""","""1""","""2""","""3""","""1""","""8""",505.2587156
795,2,"""2""","""16""","""2""","""2""",2,"""4""",2,"""9""",2,"""1""",2,1,"""1""",7,5,3,"""3""","""1""","""1""","""1""","""1""","""1""",505.693578
798,5,"""5""","""8""","""1""","""2""",3,"""4""",2,"""2""",3,"""1""",2,1,"""1""",7,7,3,"""3""","""1""","""2""","""2""","""1""","""1""",506.1284404
802,4,"""4""","""20""","""2""","""3""",2,"""12""",1,"""1""",2,"""1""",2,1,"""1""",1,0,3,"""3""","""1""","""2""","""2""","""1""","""1""",506.5633028
805,4,"""4""","""13""","""1""","""1""",3,"""6""",1,"""5""",3,"""2""",2,1,"""1""",5,10,3,"""3""","""0""","""1""","""3""","""3""","""6""",506.9981651
806,2,"""2""","""18""","""1""","""3""",3,"""1""",2,"""5""",3,"""1""",2,1,"""1""",7,6,3,"""3""","""1""","""1""","""3""","""1""","""1""",507.4330275
807,2,"""2""","""11""","""1""","""1""",2,"""12""",2,"""5""",2,"""1""",2,1,"""1""",7,8,3,"""3""","""0""","""2""","""4""","""2""","""1""",507.8678899
809,2,"""2""","""20""","""1""","""1""",2,"""4""",1,"""8""",2,"""1""",2,1,"""1""",8,9,3,"""3""","""0""","""2""","""3""","""3""","""2""",508.3027523
812,4,"""4""","""6""","""1""","""1""",2,"""1""",2,"""9""",2,"""1""",3,1,"""1""",8,5,3,"""3""","""1""","""2""","""3""","""1""","""1""",508.7376147
823,2,"""2""","""1""","""2""","""2""",2,"""4""",1,"""2""",2,"""2""",2,1,"""1""",6,7,3,"""3""","""1""","""2""","""4""","""1""","""4""",509.1724771
826,4,"""4""","""11""","""1""","""3""",2,"""9""",2,"""5""",2,"""1""",1,1,"""1""",10,8,3,"""3""","""1""","""1""","""2""","""1""","""1""",509.6073394
835,5,"""5""","""29""","""2""","""3""",3,"""4""",1,"""9""",3,"""2""",2,1,"""1""",7,8,3,"""3""","""1""","""2""","""4""","""1""","""3""",510.0422018
837,2,"""2""","""16""","""1""","""2""",2,"""1""",1,"""8""",2,"""1""",1,1,"""1""",5,10,3,"""3""","""1""","""1""","""4""","""1""","""2""",510.4770642
845,2,"""2""","""35""","""1""","""2""",3,"""4""",1,"""2""",3,"""2""",2,1,"""1""",7,8,3,"""3""","""0""","""1""","""3""","""2""","""5""",510.9119266
847,4,"""4""","""1""","""2""","""1""",3,"""5""",1,"""8""",3,"""2""",2,1,"""1""",4,4,3,"""3""","""1""","""1""","""3""","""1""","""5""",511.346789
849,2,"""2""","""16""","""1""","""1""",2,"""4""",1,"""3""",2,"""1""",2,1,"""1""",10,10,3,"""3""","""0""","""1""","""4""","""3""","""2""",511.7816514
851,2,"""2""","""11""","""1""","""1""",2,"""12""",2,"""2""",2,"""1""",2,1,"""1""",5,6,3,"""3""","""1""","""2""","""4""","""1""","""1""",512.2165138
855,4,"""4""","""11""","""2""","""3""",2,"""1""",1,"""1""",2,"""1""",2,1,"""1""",5,10,3,"""3""","""1""","""1""","""2""","""1""","""6""",512.6513761
856,4,"""4""","""36""","""1""","""3""",2,"""1""",1,"""1""",2,"""1""",2,1,"""1""",5,5,3,"""3""","""0""","""2""","""4""","""3""","""1""",513.0862385
862,4,"""4""","""1""","""1""","""1""",1,"""1""",2,"""9""",1,"""1""",2,1,"""1""",6,7,3,"""3""","""1""","""1""","""4""","""1""","""1""",513.5211009
866,2,"""2""","""29""","""2""","""1""",2,"""1""",2,"""2""",2,"""2""",2,1,"""1""",3,2,3,"""3""","""1""","""1""","""4""","""1""","""2""",513.9559633
869,2,"""2""","""36""","""1""","""2""",2,"""4""",1,"""9""",2,"""1""",2,1,"""1""",7,10,3,"""3""","""1""","""2""","""2""","""1""","""2""",514.3908257
874,2,"""2""","""16""","""1""","""1""",2,"""1""",1,"""5""",2,"""1""",1,1,"""1""",5,5,3,"""3""","""1""","""1""","""4""","""1""","""1""",514.8256881
875,2,"""2""","""1""","""1""","""2""",2,"""4""",1,"""1""",2,"""1""",1,1,"""1""",5,5,3,"""3""","""1""","""2""","""2""","""1""","""4""",515.2605505
880,4,"""4""","""32""","""1""","""1""",2,"""1""",1,"""9""",2,"""1""",2,1,"""1""",4,10,3,"""3""","""1""","""2""","""2""","""1""","""1""",515.6954128
882,4,"""4""","""12""","""1""","""1""",3,"""4""",2,"""2""",3,"""2""",3,1,"""1""",7,8,3,"""3""","""0""","""2""","""2""","""2""","""1""",516.1302752
887,2,"""2""","""11""","""1""","""1""",2,"""4""",1,"""9""",2,"""1""",2,1,"""1""",7,6,3,"""3""","""2""","""2""","""2""","""1""","""5""",516.5651376
892,2,"""2""","""11""","""1""","""3""",2,"""4""",2,"""4""",2,"""1""",2,1,"""1""",8,10,3,"""3""","""0""","""1""","""1""","""2""","""2""",517
893,4,"""4""","""16""","""1""","""1""",2,"""4""",1,"""5""",2,"""1""",2,1,"""1""",2,5,3,"""3""","""1""","""2""","""4""","""1""","""3""",517.4348624
899,4,"""4""","""1""","""2""","""1""",2,"""1""",1,"""2""",2,"""1""",2,1,"""1""",5,5,3,"""3""","""1""","""2""","""2""","""1""","""2""",517.8697248
900,4,"""4""","""29""","""1""","""1""",3,"""12""",1,"""1""",3,"""2""",1,1,"""1""",9,10,3,"""3""","""1""","""2""","""4""","""1""","""1""",518.3045872
901,5,"""5""","""13""","""1""","""3""",2,"""1""",1,"""1""",2,"""1""",2,1,"""1""",8,10,3,"""3""","""0""","""1""","""4""","""2""","""2""",518.7394495
910,4,"""4""","""20""","""1""","""2""",2,"""12""",1,"""5""",2,"""1""",2,1,"""1""",7,7,3,"""3""","""0""","""2""","""3""","""1""","""8""",519.1743119
925,3,"""3""","""36""","""1""","""2""",2,"""12""",2,"""1""",2,"""1""",2,1,"""1""",4,10,3,"""3""","""1""","""2""","""4""","""1""","""4""",519.6091743
926,3,"""3""","""26""","""1""","""3""",2,"""6""",2,"""5""",2,"""1""",2,1,"""1""",7,5,3,"""3""","""1""","""2""","""4""","""1""","""5""",520.0440367
931,4,"""4""","""1""","""2""","""1""",2,"""12""",1,"""5""",2,"""1""",2,1,"""1""",7,8,3,"""3""","""1""","""1""","""4""","""1""","""5""",520.4788991
935,4,"""4""","""1""","""2""","""2""",3,"""8""",2,"""8""",3,"""2""",2,1,"""1""",7,2,3,"""3""","""1""","""1""","""3""","""1""","""1""",520.9137615
940,2,"""2""","""19""","""2""","""2""",2,"""6""",1,"""4""",2,"""1""",2,1,"""1""",7,8,3,"""3""","""1""","""2""","""4""","""1""","""2""",521.3486239
941,2,"""2""","""16""","""1""","""1""",2,"""1""",1,"""5""",2,"""1""",3,1,"""1""",7,5,3,"""3""","""1""","""2""","""3""","""1""","""2""",521.7834862
942,4,"""4""","""11""","""1""","""1""",2,"""4""",1,"""2""",2,"""1""",2,1,"""1""",4,10,3,"""3""","""1""","""2""","""2""","""1""","""1""",522.2183486
944,4,"""4""","""32""","""1""","""3""",3,"""4""",2,"""2""",3,"""2""",2,1,"""1""",7,7,3,"""3""","""1""","""2""","""2""","""1""","""2""",522.653211
948,5,"""5""","""16""","""2""","""2""",3,"""4""",1,"""1""",3,"""2""",2,1,"""1""",8,9,3,"""3""","""1""","""2""","""4""","""1""","""1""",523.0880734
957,2,"""2""","""20""","""1""","""1""",2,"""4""",2,"""2""",2,"""2""",2,1,"""1""",4,8,3,"""3""","""1""","""2""","""1""","""1""","""3""",523.5229358
959,5,"""5""","""13""","""2""","""2""",3,"""6""",4,"""5""",3,"""2""",1,1,"""1""",6,7,3,"""3""","""1""","""1""","""1""","""1""","""1""",523.9577982
968,2,"""2""","""8""","""2""","""3""",2,"""10""",2,"""5""",2,"""2""",3,1,"""1""",5,9,3,"""3""","""1""","""2""","""2""","""1""","""5""",524.3926606
972,2,"""2""","""11""","""1""","""1""",2,"""1""",2,"""5""",2,"""1""",1,1,"""1""",5,4,3,"""3""","""1""","""2""","""4""","""1""","""8""",524.8275229
975,2,"""2""","""1""","""2""","""3""",2,"""4""",1,"""5""",2,"""1""",2,1,"""1""",5,5,3,"""3""","""1""","""1""","""4""","""1""","""3""",525.2623853
987,2,"""2""","""18""","""1""","""2""",2,"""4""",1,"""5""",2,"""1""",2,1,"""1""",8,8,3,"""3""","""1""","""1""","""4""","""1""","""2""",525.6972477
989,2,"""2""","""16""","""1""","""3""",2,"""4""",1,"""2""",2,"""1""",2,1,"""1""",8,9,3,"""3""","""1""","""2""","""2""","""1""","""6""",526.1321101
990,2,"""2""","""17""","""1""","""3""",3,"""4""",1,"""5""",3,"""1""",2,1,"""1""",8,8,3,"""3""","""1""","""2""","""2""","""1""","""4""",526.5669725
991,4,"""4""","""34""","""2""","""1""",2,"""1""",2,"""5""",2,"""2""",2,1,"""1""",7,9,3,"""3""","""1""","""1""","""4""","""1""","""4""",527.0018349
995,2,"""2""","""11""","""1""","""1""",2,"""9""",2,"""8""",2,"""1""",2,1,"""1""",7,7,3,"""3""","""1""","""1""","""3""","""1""","""1""",527.4366972
999,4,"""4""","""33""","""2""","""3""",2,"""1""",2,"""5""",2,"""1""",2,1,"""1""",7,8,3,"""3""","""1""","""1""","""4""","""1""","""5""",527.8715596
1001,5,"""5""","""96""","""2""","""2""",3,"""12""",1,"""2""",3,"""2""",2,1,"""1""",3,5,3,"""3""","""0""","""2""","""3""","""2""","""1""",528.306422
1003,2,"""2""","""11""","""1""","""3""",3,"""9""",2,"""3""",3,"""2""",2,1,"""1""",6,8,3,"""3""","""2""","""1""","""2""","""1""","""1""",528.7412844
1010,5,"""5""","""16""","""2""","""1""",3,"""1""",2,"""5""",3,"""1""",2,1,"""1""",3,2,3,"""3""","""1""","""1""","""3""","""1""","""1""",529.1761468
1018,2,"""2""","""11""","""1""","""1""",2,"""4""",1,"""9""",2,"""1""",2,1,"""1""",7,10,3,"""3""","""1""","""2""","""2""","""1""","""1""",529.6110092
1020,2,"""2""","""13""","""2""","""2""",2,"""1""",1,"""2""",2,"""2""",2,1,"""1""",5,7,3,"""3""","""1""","""2""","""4""","""1""","""5""",530.0458716
1026,2,"""2""","""4""","""1""","""1""",2,"""4""",1,"""2""",2,"""2""",1,1,"""1""",7,3,3,"""3""","""1""","""2""","""2""","""1""","""2""",530.4807339
1036,4,"""4""","""11""","""1""","""2""",2,"""4""",2,"""9""",2,"""1""",1,1,"""1""",8,5,3,"""3""","""1""","""2""","""2""","""1""","""4""",530.9155963
1041,2,"""2""","""96""","""2""","""1""",3,"""1""",1,"""9""",3,"""2""",3,1,"""1""",4,7,3,"""3""","""0""","""2""","""4""","""3""","""5""",531.3504587
1049,4,"""4""","""1""","""2""","""3""",2,"""6""",1,"""5""",2,"""2""",2,1,"""1""",6,6,3,"""3""","""1""","""2""","""3""","""1""","""2""",531.7853211
1051,2,"""2""","""1""","""1""","""1""",2,"""12""",1,"""5""",2,"""2""",2,1,"""1""",7,8,3,"""3""","""1""","""2""","""4""","""1""","""3""",532.2201835
1059,4,"""4""","""16""","""2""","""1""",3,"""4""",1,"""9""",3,"""2""",2,1,"""1""",8,8,3,"""3""","""0""","""1""","""3""","""2""","""2""",532.6550459
1060,4,"""4""","""19""","""1""","""1""",2,"""6""",1,"""8""",2,"""1""",2,1,"""1""",4,6,3,"""3""","""1""","""2""","""2""","""1""","""1""",533.0899083
1064,4,"""4""","""16""","""2""","""3""",3,"""4""",2,"""2""",3,"""2""",2,1,"""1""",3,7,3,"""3""","""1""","""2""","""4""","""1""","""1""",533.5247706
1065,1,"""1""","""1""","""2""","""1""",2,"""4""",2,"""5""",2,"""2""",2,1,"""1""",2,5,3,"""3""","""0""","""2""","""3""","""2""","""4""",533.959633
1066,5,"""5""","""5""","""2""","""1""",3,"""6""",1,"""5""",3,"""2""",1,1,"""1""",5,10,3,"""3""","""0""","""1""","""2""","""2""","""3""",534.3944954
1096,1,"""1""","""11""","""1""","""3""",2,"""4""",1,"""9""",2,"""1""",2,1,"""1""",5,5,3,"""3""","""1""","""2""","""1""","""1""","""1""",534.8293578
1100,5,"""5""","""16""","""1""","""3""",2,"""1""",1,"""4""",2,"""2""",2,1,"""1""",8,10,3,"""3""","""0""","""1""","""4""","""2""","""3""",535.2642202
1109,4,"""4""","""11""","""2""","""1""",2,"""1""",2,"""5""",2,"""1""",2,1,"""1""",5,7,3,"""3""","""0""","""1""","""4""","""2""","""1""",535.6990826
1118,4,"""4""","""19""","""1""","""3""",2,"""1""",2,"""8""",2,"""2""",2,1,"""1""",7,10,3,"""3""","""1""","""2""","""4""","""1""","""6""",536.133945
1119,2,"""2""","""17""","""1""","""2""",2,"""2""",2,"""3""",2,"""1""",2,1,"""1""",5,8,3,"""3""","""0""","""2""","""1""","""3""","""1""",536.5688073
1124,2,"""2""","""34""","""2""","""1""",2,"""4""",1,"""2""",2,"""2""",2,1,"""1""",2,4,3,"""3""","""1""","""2""","""4""","""1""","""1""",537.0036697
1125,2,"""2""","""11""","""2""","""1""",2,"""9""",2,"""8""",2,"""1""",1,1,"""1""",6,6,3,"""3""","""1""","""2""","""4""","""1""","""3""",537.4385321
1129,1,"""1""","""96""","""2""","""2""",2,"""4""",1,"""2""",2,"""1""",1,1,"""1""",2,9,3,"""3""","""1""","""2""","""4""","""1""","""3""",537.8733945
1130,2,"""2""","""29""","""1""","""2""",2,"""1""",2,"""9""",2,"""2""",3,1,"""1""",6,6,3,"""3""","""1""","""2""","""3""","""1""","""1""",538.3082569
1131,2,"""2""","""11""","""1""","""3""",2,"""12""",2,"""5""",2,"""2""",2,1,"""1""",8,7,3,"""3""","""2""","""2""","""3""","""1""","""3""",538.7431193
1142,2,"""2""","""1""","""1""","""3""",2,"""4""",1,"""1""",2,"""2""",2,1,"""1""",5,5,3,"""3""","""2""","""2""","""2""","""1""","""3""",539.1779817
1146,4,"""4""","""1""","""2""","""1""",2,"""9""",1,"""5""",2,"""2""",2,1,"""1""",8,8,3,"""3""","""2""","""2""","""4""","""1""","""4""",539.612844
1149,4,"""4""","""1""","""2""","""2""",3,"""4""",1,"""1""",3,"""2""",2,1,"""1""",5,5,3,"""3""","""1""","""1""","""4""","""1""","""1""",540.0477064
1155,2,"""2""","""27""","""2""","""1""",2,"""1""",1,"""7""",2,"""1""",2,1,"""1""",2,0,3,"""3""","""1""","""2""","""4""","""1""","""1""",540.4825688
1165,4,"""4""","""16""","""1""","""1""",2,"""4""",1,"""6""",2,"""2""",2,1,"""1""",7,7,3,"""3""","""0""","""1""","""2""","""2""","""5""",540.9174312
1171,4,"""4""","""11""","""1""","""2""",2,"""4""",2,"""5""",2,"""1""",2,1,"""1""",5,5,3,"""3""","""0""","""1""","""2""","""1""","""5""",541.3522936
1178,5,"""5""","""13""","""2""","""3""",3,"""4""",2,"""2""",3,"""2""",2,1,"""1""",7,7,3,"""3""","""0""","""1""","""2""","""2""","""3""",541.787156
1180,2,"""2""","""16""","""1""","""3""",2,"""4""",2,"""5""",2,"""1""",3,1,"""1""",3,10,3,"""3""","""1""","""1""","""2""","""1""","""3""",542.2220183
1181,2,"""2""","""34""","""1""","""1""",2,"""1""",2,"""5""",2,"""2""",2,1,"""1""",7,5,3,"""3""","""1""","""1""","""2""","""1""","""4""",542.6568807
1182,4,"""4""","""16""","""1""","""1""",3,"""1""",2,"""5""",3,"""2""",2,1,"""1""",2,10,3,"""3""","""1""","""1""","""4""","""1""","""2""",543.0917431
1190,2,"""2""","""20""","""1""","""1""",2,"""4""",1,"""9""",2,"""2""",1,1,"""1""",6,5,3,"""3""","""1""","""2""","""2""","""1""","""2""",543.5266055
1194,4,"""4""","""1""","""1""","""1""",2,"""9""",1,"""5""",2,"""1""",2,1,"""1""",7,6,3,"""3""","""1""","""1""","""2""","""1""","""1""",543.9614679
1197,2,"""2""","""29""","""1""","""2""",2,"""4""",1,"""5""",2,"""2""",2,1,"""1""",5,8,3,"""3""","""0""","""1""","""3""","""2""","""1""",544.3963303
1205,2,"""2""","""1""","""1""","""1""",2,"""6""",2,"""9""",2,"""2""",2,1,"""1""",6,9,3,"""3""","""1""","""1""","""2""","""1""","""2""",544.8311927
1208,4,"""4""","""11""","""2""","""1""",3,"""2""",1,"""9""",3,"""2""",2,1,"""1""",5,10,3,"""3""","""1""","""2""","""2""","""1""","""5""",545.266055
1213,2,"""2""","""1""","""2""","""1""",2,"""1""",2,"""5""",2,"""1""",1,1,"""1""",8,9,3,"""3""","""2""","""1""","""2""","""1""","""3""",545.7009174
1224,2,"""2""","""11""","""2""","""3""",2,"""6""",1,"""5""",2,"""1""",1,1,"""1""",7,7,3,"""3""","""1""","""1""","""4""","""1""","""2""",546.1357798
1228,4,"""4""","""36""","""2""","""3""",2,"""1""",2,"""6""",2,"""1""",2,1,"""1""",8,8,3,"""3""","""1""","""1""","""3""","""1""","""1""",546.5706422
1233,4,"""4""","""16""","""1""","""1""",3,"""4""",1,"""1""",3,"""2""",2,1,"""1""",6,7,3,"""3""","""0""","""1""","""4""","""2""","""1""",547.0055046
1243,2,"""2""","""11""","""2""","""2""",2,"""4""",1,"""9""",2,"""2""",2,1,"""1""",7,6,3,"""3""","""0""","""1""","""2""","""2""","""2""",547.440367
1255,4,"""4""","""29""","""1""","""3""",2,"""4""",1,"""9""",2,"""2""",2,1,"""1""",7,8,3,"""3""","""1""","""1""","""2""","""1""","""1""",547.8752294
1261,2,"""2""","""11""","""2""","""3""",2,"""12""",2,"""8""",2,"""1""",2,1,"""1""",7,8,3,"""3""","""2""","""2""","""2""","""1""","""1""",548.3100917
1264,4,"""4""","""20""","""1""","""1""",2,"""4""",1,"""9""",2,"""1""",2,1,"""1""",7,7,3,"""3""","""0""","""2""","""4""","""2""","""4""",548.7449541
1274,2,"""2""","""11""","""2""","""1""",2,"""12""",1,"""5""",2,"""2""",2,1,"""1""",5,7,3,"""3""","""1""","""2""","""2""","""1""","""1""",549.1798165
1290,2,"""2""","""13""","""1""","""2""",2,"""2""",1,"""9""",2,"""1""",2,1,"""1""",6,0,3,"""3""","""0""","""2""","""3""","""2""","""2""",549.6146789
1294,2,"""2""","""35""","""2""","""1""",2,"""4""",2,"""3""",2,"""1""",2,1,"""1""",5,6,3,"""3""","""1""","""2""","""1""","""1""","""1""",550.0495413
1297,5,"""5""","""16""","""1""","""1""",3,"""9""",1,"""3""",3,"""2""",2,1,"""1""",8,5,3,"""3""","""0""","""2""","""3""","""3""","""3""",550.4844037
1301,2,"""2""","""35""","""1""","""1""",2,"""4""",2,"""2""",2,"""2""",2,1,"""1""",5,7,3,"""3""","""1""","""1""","""2""","""1""","""3""",550.9192661
1302,2,"""2""","""1""","""1""","""2""",2,"""4""",1,"""5""",2,"""2""",2,1,"""1""",5,7,3,"""3""","""0""","""1""","""4""","""2""","""1""",551.3541284
1309,2,"""2""","""29""","""1""","""1""",2,"""6""",2,"""5""",2,"""1""",2,1,"""1""",7,10,3,"""3""","""1""","""1""","""3""","""1""","""1""",551.7889908
1310,4,"""4""","""16""","""2""","""3""",1,"""6""",1,"""5""",1,"""2""",2,1,"""1""",9,9,3,"""3""","""1""","""2""","""4""","""1""","""2""",552.2238532
1320,2,"""2""","""13""","""1""","""2""",3,"""4""",1,"""1""",3,"""2""",2,1,"""1""",0,0,3,"""3""","""1""","""2""","""4""","""1""","""5""",552.6587156
1327,2,"""2""","""19""","""1""","""3""",2,"""4""",2,"""9""",2,"""2""",2,1,"""1""",8,8,3,"""3""","""1""","""2""","""2""","""1""","""1""",553.093578
1328,2,"""2""","""11""","""1""","""1""",2,"""9""",2,"""5""",2,"""1""",1,1,"""1""",7,9,3,"""3""","""1""","""2""","""3""","""1""","""2""",553.5284404
1331,4,"""4""","""16""","""2""","""1""",2,"""4""",1,"""9""",2,"""1""",2,1,"""1""",7,7,3,"""3""","""1""","""2""","""2""","""1""","""1""",553.9633028
1338,4,"""4""","""11""","""1""","""1""",2,"""4""",1,"""3""",2,"""1""",2,1,"""1""",7,8,3,"""3""","""2""","""1""","""4""","""1""","""1""",554.3981651
1342,2,"""2""","""5""","""1""","""1""",2,"""1""",1,"""2""",2,"""1""",2,1,"""1""",8,8,3,"""3""","""1""","""2""","""3""","""1""","""2""",554.8330275
1348,2,"""2""","""11""","""2""","""1""",2,"""4""",1,"""9""",2,"""2""",1,1,"""1""",7,7,3,"""3""","""1""","""1""","""3""","""1""","""3""",555.2678899
1350,2,"""2""","""11""","""1""","""2""",2,"""9""",1,"""9""",2,"""1""",1,1,"""1""",3,7,3,"""3""","""1""","""2""","""2""","""1""","""3""",555.7027523
1352,4,"""4""","""1""","""1""","""1""",2,"""4""",2,"""2""",2,"""1""",3,1,"""1""",4,5,3,"""3""","""1""","""1""","""3""","""1""","""5""",556.1376147
1360,4,"""4""","""11""","""1""","""3""",2,"""12""",1,"""8""",2,"""1""",2,1,"""1""",4,2,3,"""3""","""1""","""2""","""4""","""1""","""1""",556.5724771
