SRCID,Q1,Q1_Ordinal,Q2,DUM1,DUM2,Q5Average,Q6,Q7Average,Q8,Q9Average,Q10,Q11Average,Q12,Q12_Ordinal,Q18,Q20,Q22,Q22_Ordinal,Q24,p_gender_sdc,p_age_group_sdc,p_education_sdc,p_state_sdc
971,4,"""4""","""5""","""1""","""3""",2,"""12""",1,"""8""",2,"""1""",1,2,"""2""",6,5,1,"""1""","""0""","""2""","""3""","""3""","""2"""
973,2,"""2""","""13""","""2""","""3""",2,"""2""",1,"""2""",2,"""2""",2,2,"""2""",5,8,1,"""1""","""0""","""1""","""4""","""3""","""3"""
974,2,"""2""","""35""","""2""","""3""",2,"""11""",1,"""5""",2,"""1""",2,2,"""2""",3,7,1,"""1""","""0""","""2""","""4""","""3""","""2"""
978,2,"""2""","""19""","""1""","""3""",2,"""12""",1,"""5""",2,"""2""",2,2,"""2""",7,8,1,"""1""","""0""","""1""","""3""","""2""","""4"""
985,2,"""2""","""1""","""1""","""1""",3,"""4""",2,"""3""",3,"""1""",2,2,"""2""",0,2,1,"""1""","""0""","""2""","""3""","""3""","""2"""
988,2,"""2""","""13""","""2""","""1""",2,"""1""",1,"""2""",2,"""1""",2,2,"""2""",3,7,1,"""1""","""0""","""1""","""3""","""2""","""3"""
992,2,"""2""","""19""","""1""","""3""",2,"""4""",1,"""9""",2,"""1""",2,2,"""2""",7,8,1,"""1""","""0""","""1""","""4""","""2""","""3"""
996,4,"""4""","""20""","""2""","""1""",2,"""1""",2,"""5""",2,"""1""",2,2,"""2""",6,7,1,"""1""","""0""","""1""","""2""","""3""","""2"""
1008,1,"""1""","""27""","""1""","""1""",2,"""2""",1,"""9""",2,"""1""",2,2,"""2""",6,8,1,"""1""","""0""","""2""","""4""","""3""","""1"""
1009,2,"""2""","""16""","""2""","""1""",2,"""5""",2,"""6""",2,"""1""",2,2,"""2""",8,7,1,"""1""","""0""","""1""","""3""","""3""","""2"""
1015,2,"""2""","""1""","""2""","""1""",2,"""7""",1,"""9""",2,"""1""",2,2,"""2""",3,5,1,"""1""","""0""","""2""","""4""","""3""","""2"""
1016,2,"""2""","""1""","""1""","""1""",2,"""4""",2,"""9""",2,"""2""",2,2,"""2""",6,7,1,"""1""","""0""","""1""","""4""","""2""","""3"""
1022,2,"""2""","""16""","""1""","""1""",3,"""4""",1,"""6""",3,"""2""",3,2,"""2""",8,10,1,"""1""","""0""","""1""","""3""","""3""","""2"""
1030,2,"""2""","""19""","""2""","""3""",2,"""12""",2,"""8""",2,"""1""",2,2,"""2""",6,7,1,"""1""","""0""","""1""","""4""","""3""","""5"""
1034,2,"""2""","""1""","""1""","""3""",3,"""4""",2,"""9""",3,"""2""",2,2,"""2""",5,5,1,"""1""","""0""","""2""","""3""","""3""","""4"""
1035,2,"""2""","""1""","""1""","""1""",2,"""6""",2,"""9""",2,"""1""",2,2,"""2""",3,6,1,"""1""","""0""","""2""","""2""","""3""","""3"""
1039,4,"""4""","""11""","""2""","""1""",2,"""2""",1,"""9""",2,"""1""",2,2,"""2""",5,7,1,"""1""","""0""","""2""","""3""","""2""","""1"""
1050,2,"""2""","""16""","""1""","""2""",2,"""1""",2,"""8""",2,"""1""",1,2,"""2""",2,4,1,"""1""","""0""","""1""","""4""","""2""","""5"""
1052,2,"""2""","""-98""","""2""","""3""",3,"""10""",1,"""9""",3,"""1""",1,2,"""2""",5,10,1,"""1""","""0""","""1""","""1""","""3""","""3"""
1054,2,"""2""","""11""","""2""","""3""",2,"""4""",1,"""9""",2,"""1""",2,2,"""2""",8,8,1,"""1""","""0""","""1""","""3""","""2""","""3"""
1058,5,"""5""","""1""","""1""","""1""",2,"""4""",1,"""2""",2,"""2""",2,2,"""2""",4,4,1,"""1""","""1""","""2""","""3""","""1""","""2"""
1068,2,"""2""","""16""","""2""","""1""",2,"""1""",1,"""2""",2,"""2""",2,2,"""2""",6,10,1,"""1""","""0""","""1""","""4""","""3""","""1"""
1072,2,"""2""","""-98""","""1""","""3""",2,"""4""",2,"""2""",2,"""1""",1,2,"""2""",4,2,1,"""1""","""0""","""2""","""1""","""3""","""1"""
1075,2,"""2""","""96""","""2""","""3""",2,"""4""",1,"""1""",2,"""1""",2,2,"""2""",1,7,1,"""1""","""0""","""2""","""4""","""1""","""1"""
1083,2,"""2""","""16""","""1""","""1""",2,"""1""",1,"""2""",2,"""1""",2,2,"""2""",5,6,1,"""1""","""0""","""2""","""2""","""3""","""4"""
1092,2,"""2""","""1""","""1""","""1""",2,"""4""",1,"""5""",2,"""1""",2,2,"""2""",7,6,1,"""1""","""0""","""1""","""4""","""3""","""2"""
1101,2,"""2""","""96""","""2""","""2""",2,"""8""",1,"""2""",2,"""1""",2,2,"""2""",8,7,1,"""1""","""0""","""2""","""4""","""2""","""1"""
1104,2,"""2""","""20""","""1""","""1""",2,"""4""",1,"""1""",2,"""1""",1,2,"""2""",4,5,1,"""1""","""0""","""2""","""1""","""2""","""1"""
1112,1,"""1""","""1""","""1""","""1""",3,"""6""",1,"""6""",3,"""1""",2,2,"""2""",1,1,1,"""1""","""0""","""1""","""4""","""2""","""4"""
1113,2,"""2""","""16""","""1""","""2""",2,"""3""",1,"""5""",2,"""1""",2,2,"""2""",3,6,1,"""1""","""0""","""2""","""4""","""3""","""1"""
1114,2,"""2""","""16""","""2""","""3""",2,"""8""",2,"""2""",2,"""2""",1,2,"""2""",8,8,1,"""1""","""0""","""1""","""2""","""2""","""3"""
1116,5,"""5""","""31""","""2""","""1""",3,"""4""",2,"""9""",3,"""2""",1,2,"""2""",5,5,1,"""1""","""0""","""2""","""3""","""2""","""1"""
1128,2,"""2""","""11""","""2""","""1""",2,"""4""",2,"""2""",2,"""1""",2,2,"""2""",7,5,1,"""1""","""0""","""1""","""2""","""2""","""5"""
1133,2,"""2""","""11""","""2""","""1""",2,"""4""",1,"""2""",2,"""1""",2,2,"""2""",7,7,1,"""1""","""2""","""2""","""4""","""1""","""2"""
1139,1,"""1""","""16""","""1""","""1""",2,"""4""",1,"""9""",2,"""1""",2,2,"""2""",5,10,1,"""1""","""0""","""2""","""4""","""3""","""2"""
1140,4,"""4""","""16""","""1""","""3""",2,"""4""",1,"""2""",2,"""1""",3,2,"""2""",3,8,1,"""1""","""0""","""2""","""4""","""3""","""4"""
1144,2,"""2""","""36""","""1""","""2""",2,"""4""",2,"""9""",2,"""1""",2,2,"""2""",7,8,1,"""1""","""0""","""1""","""4""","""2""","""2"""
1150,4,"""4""","""19""","""2""","""1""",2,"""4""",2,"""9""",2,"""1""",2,2,"""2""",5,6,1,"""1""","""0""","""2""","""2""","""3""","""2"""
1156,1,"""1""","""1""","""2""","""1""",2,"""4""",1,"""4""",2,"""1""",1,2,"""2""",10,10,1,"""1""","""0""","""1""","""4""","""3""","""2"""
1161,2,"""2""","""13""","""1""","""3""",2,"""12""",1,"""3""",2,"""1""",2,2,"""2""",0,3,1,"""1""","""0""","""2""","""4""","""3""","""1"""
1162,4,"""4""","""8""","""1""","""1""",2,"""1""",1,"""9""",2,"""1""",2,2,"""2""",6,8,1,"""1""","""0""","""2""","""4""","""1""","""2"""
1168,4,"""4""","""11""","""2""","""3""",3,"""12""",2,"""7""",3,"""2""",2,2,"""2""",9,7,1,"""1""","""0""","""2""","""1""","""3""","""2"""
1169,4,"""4""","""1""","""1""","""2""",2,"""1""",1,"""8""",2,"""2""",3,2,"""2""",7,7,1,"""1""","""0""","""1""","""2""","""2""","""1"""
1173,2,"""2""","""5""","""1""","""1""",2,"""1""",2,"""5""",2,"""1""",2,2,"""2""",6,9,1,"""1""","""0""","""1""","""3""","""3""","""3"""
1185,2,"""2""","""35""","""1""","""3""",2,"""3""",2,"""3""",2,"""2""",2,2,"""2""",7,7,1,"""1""","""0""","""2""","""3""","""3""","""5"""
1187,2,"""2""","""16""","""1""","""3""",2,"""4""",1,"""3""",2,"""1""",2,2,"""2""",5,8,1,"""1""","""0""","""2""","""2""","""3""","""2"""
1188,2,"""2""","""-98""","""2""","""1""",3,"""6""",2,"""2""",3,"""1""",2,2,"""2""",8,8,1,"""1""","""2""","""1""","""2""","""1""","""2"""
1191,2,"""2""","""29""","""2""","""3""",2,"""4""",1,"""9""",2,"""1""",2,2,"""2""",6,5,1,"""1""","""0""","""1""","""3""","""2""","""3"""
1200,1,"""1""","""-98""","""2""","""1""",2,"""1""",1,"""2""",2,"""2""",2,2,"""2""",8,10,1,"""1""","""0""","""1""","""2""","""2""","""1"""
1201,4,"""4""","""-98""","""2""","""3""",3,"""4""",2,"""2""",3,"""1""",2,2,"""2""",2,7,1,"""1""","""0""","""1""","""2""","""2""","""2"""
1202,4,"""4""","""16""","""1""","""3""",3,"""1""",2,"""2""",3,"""2""",2,2,"""2""",7,7,1,"""1""","""0""","""1""","""4""","""2""","""3"""
1211,2,"""2""","""30""","""1""","""1""",2,"""4""",1,"""2""",2,"""2""",2,2,"""2""",7,6,1,"""1""","""0""","""1""","""4""","""3""","""5"""
1214,4,"""4""","""32""","""2""","""2""",2,"""8""",1,"""4""",2,"""1""",2,2,"""2""",4,5,1,"""1""","""0""","""2""","""2""","""3""","""2"""
1218,2,"""2""","""30""","""1""","""1""",2,"""2""",1,"""3""",2,"""1""",2,2,"""2""",5,10,1,"""1""","""0""","""2""","""4""","""3""","""2"""
1220,2,"""2""","""1""","""1""","""1""",2,"""2""",1,"""6""",2,"""2""",3,2,"""2""",7,5,1,"""1""","""0""","""2""","""4""","""3""","""4"""
1221,1,"""1""","""-98""","""1""","""1""",2,"""1""",2,"""9""",2,"""1""",2,2,"""2""",3,5,1,"""1""","""0""","""1""","""4""","""3""","""6"""
1235,2,"""2""","""35""","""1""","""2""",2,"""6""",1,"""3""",2,"""1""",2,2,"""2""",3,5,1,"""1""","""0""","""2""","""4""","""3""","""3"""
1239,1,"""1""","""96""","""2""","""3""",3,"""2""",1,"""3""",3,"""2""",2,2,"""2""",5,5,1,"""1""","""0""","""2""","""4""","""3""","""4"""
1244,2,"""2""","""-98""","""1""","""1""",2,"""4""",2,"""2""",2,"""1""",2,2,"""2""",7,5,1,"""1""","""0""","""2""","""4""","""3""","""4"""
1246,1,"""1""","""34""","""2""","""3""",1,"""4""",2,"""4""",1,"""1""",2,2,"""2""",2,5,1,"""1""","""0""","""1""","""2""","""2""","""2"""
1252,4,"""4""","""16""","""1""","""3""",2,"""6""",1,"""9""",2,"""1""",2,2,"""2""",2,6,1,"""1""","""0""","""2""","""4""","""2""","""2"""
1253,1,"""1""","""13""","""1""","""3""",3,"""3""",1,"""2""",3,"""2""",3,2,"""2""",6,10,1,"""1""","""0""","""1""","""3""","""2""","""1"""
1257,4,"""4""","""28""","""2""","""1""",2,"""2""",1,"""3""",2,"""1""",2,2,"""2""",0,8,1,"""1""","""0""","""2""","""3""","""3""","""3"""
1262,1,"""1""","""17""","""2""","""2""",2,"""1""",1,"""3""",2,"""1""",2,2,"""2""",5,6,1,"""1""","""0""","""1""","""4""","""2""","""2"""
1265,2,"""2""","""13""","""1""","""1""",2,"""2""",2,"""2""",2,"""2""",2,2,"""2""",7,0,1,"""1""","""0""","""2""","""3""","""2""","""2"""
1268,4,"""4""","""11""","""2""","""3""",2,"""2""",1,"""1""",2,"""2""",1,2,"""2""",3,8,1,"""1""","""0""","""1""","""1""","""2""","""3"""
1271,1,"""1""","""17""","""1""","""1""",2,"""4""",2,"""9""",2,"""2""",1,2,"""2""",6,7,1,"""1""","""0""","""1""","""4""","""1""","""4"""
1272,2,"""2""","""19""","""1""","""1""",2,"""1""",1,"""9""",2,"""1""",2,2,"""2""",3,9,1,"""1""","""0""","""2""","""2""","""1""","""6"""
1278,2,"""2""","""1""","""1""","""2""",2,"""4""",1,"""9""",2,"""1""",2,2,"""2""",3,6,1,"""1""","""0""","""2""","""4""","""3""","""3"""
1299,5,"""5""","""11""","""2""","""1""",2,"""7""",1,"""6""",2,"""1""",2,2,"""2""",1,7,1,"""1""","""0""","""2""","""4""","""2""","""2"""
1300,4,"""4""","""16""","""1""","""1""",2,"""4""",2,"""5""",2,"""1""",2,2,"""2""",6,8,1,"""1""","""2""","""2""","""4""","""1""","""8"""
1304,2,"""2""","""16""","""1""","""1""",2,"""12""",2,"""5""",2,"""2""",1,2,"""2""",6,6,1,"""1""","""0""","""1""","""2""","""2""","""2"""
1307,2,"""2""","""1""","""1""","""1""",2,"""4""",1,"""2""",2,"""1""",2,2,"""2""",3,7,1,"""1""","""0""","""2""","""4""","""3""","""3"""
1311,2,"""2""","""1""","""1""","""3""",2,"""5""",1,"""3""",2,"""2""",2,2,"""2""",8,6,1,"""1""","""0""","""2""","""3""","""2""","""6"""
1312,4,"""4""","""19""","""1""","""1""",2,"""4""",1,"""2""",2,"""1""",1,2,"""2""",5,0,1,"""1""","""0""","""2""","""4""","""3""","""3"""
1318,2,"""2""","""11""","""2""","""2""",2,"""4""",1,"""9""",2,"""1""",2,2,"""2""",5,5,1,"""1""","""0""","""2""","""4""","""2""","""2"""
1321,2,"""2""","""8""","""2""","""1""",1,"""4""",1,"""9""",1,"""1""",2,2,"""2""",7,10,1,"""1""","""0""","""2""","""4""","""3""","""5"""
1330,2,"""2""","""96""","""2""","""2""",2,"""4""",2,"""3""",2,"""1""",2,2,"""2""",2,1,1,"""1""","""0""","""2""","""1""","""2""","""3"""
1333,2,"""2""","""-98""","""2""","""3""",2,"""4""",1,"""2""",2,"""1""",2,2,"""2""",4,5,1,"""1""","""0""","""2""","""4""","""3""","""5"""
1337,5,"""5""","""34""","""2""","""1""",2,"""8""",1,"""2""",2,"""2""",1,2,"""2""",1,9,1,"""1""","""0""","""2""","""2""","""2""","""3"""
1343,2,"""2""","""16""","""1""","""2""",2,"""6""",2,"""2""",2,"""1""",2,2,"""2""",6,5,1,"""1""","""0""","""1""","""2""","""2""","""5"""
1353,2,"""2""","""30""","""1""","""3""",2,"""1""",2,"""2""",2,"""2""",2,2,"""2""",9,10,1,"""1""","""0""","""2""","""4""","""1""","""1"""
1358,4,"""4""","""11""","""2""","""2""",2,"""2""",1,"""3""",2,"""1""",1,2,"""2""",6,10,1,"""1""","""0""","""2""","""2""","""2""","""5"""
1359,1,"""1""","""30""","""1""","""2""",2,"""3""",1,"""3""",2,"""1""",2,2,"""2""",7,6,1,"""1""","""0""","""1""","""2""","""2""","""5"""
1377,5,"""5""","""16""","""1""","""2""",2,"""10""",2,"""1""",2,"""2""",2,2,"""2""",3,6,1,"""1""","""0""","""2""","""4""","""3""","""6"""
1385,2,"""2""","""11""","""1""","""1""",2,"""4""",1,"""1""",2,"""1""",2,2,"""2""",6,6,1,"""1""","""2""","""2""","""2""","""1""","""1"""
1393,2,"""2""","""19""","""2""","""3""",2,"""4""",2,"""2""",2,"""1""",2,2,"""2""",7,9,1,"""1""","""0""","""1""","""2""","""3""","""4"""
1394,2,"""2""","""1""","""2""","""3""",2,"""4""",1,"""9""",2,"""1""",2,2,"""2""",4,7,1,"""1""","""2""","""1""","""4""","""1""","""2"""
1395,1,"""1""","""13""","""1""","""3""",2,"""4""",1,"""2""",2,"""2""",2,2,"""2""",4,5,1,"""1""","""0""","""1""","""4""","""3""","""2"""
1396,5,"""5""","""32""","""1""","""2""",2,"""5""",1,"""3""",2,"""2""",1,2,"""2""",3,2,1,"""1""","""0""","""2""","""4""","""2""","""3"""
1397,2,"""2""","""5""","""1""","""3""",2,"""10""",1,"""3""",2,"""2""",2,2,"""2""",5,2,1,"""1""","""0""","""1""","""4""","""3""","""1"""
1403,4,"""4""","""16""","""1""","""1""",2,"""4""",1,"""2""",2,"""1""",1,2,"""2""",6,6,1,"""1""","""2""","""1""","""4""","""1""","""3"""
1405,4,"""4""","""33""","""2""","""1""",2,"""4""",1,"""9""",2,"""1""",2,2,"""2""",7,6,1,"""1""","""0""","""1""","""3""","""2""","""2"""
1414,2,"""2""","""20""","""1""","""1""",2,"""4""",1,"""4""",2,"""1""",2,2,"""2""",2,7,1,"""1""","""0""","""2""","""2""","""3""","""4"""
1418,1,"""1""","""32""","""1""","""1""",2,"""4""",2,"""2""",2,"""1""",2,2,"""2""",5,7,1,"""1""","""0""","""1""","""2""","""2""","""4"""
1419,2,"""2""","""1""","""1""","""1""",2,"""4""",1,"""2""",2,"""1""",2,2,"""2""",7,7,1,"""1""","""0""","""1""","""4""","""3""","""4"""
1424,2,"""2""","""16""","""2""","""1""",2,"""4""",2,"""2""",2,"""2""",3,2,"""2""",1,8,1,"""1""","""0""","""1""","""4""","""2""","""3"""
1431,1,"""1""","""32""","""1""","""3""",2,"""1""",1,"""5""",2,"""2""",2,2,"""2""",5,8,1,"""1""","""0""","""1""","""4""","""3""","""4"""
1439,2,"""2""","""1""","""1""","""1""",3,"""4""",2,"""9""",3,"""2""",3,2,"""2""",3,5,1,"""1""","""0""","""1""","""2""","""2""","""2"""
1440,2,"""2""","""20""","""1""","""2""",2,"""1""",2,"""2""",2,"""2""",2,2,"""2""",5,5,1,"""1""","""2""","""2""","""3""","""1""","""1"""
1443,4,"""4""","""96""","""1""","""2""",2,"""6""",2,"""2""",2,"""1""",2,2,"""2""",6,7,1,"""1""","""0""","""1""","""4""","""3""","""1"""
1453,2,"""2""","""4""","""1""","""1""",1,"""2""",1,"""2""",1,"""1""",1,2,"""2""",7,7,1,"""1""","""0""","""2""","""3""","""2""","""2"""
1455,2,"""2""","""12""","""1""","""3""",2,"""1""",1,"""1""",2,"""1""",2,2,"""2""",6,10,1,"""1""","""0""","""2""","""4""","""2""","""5"""
1457,4,"""4""","""2""","""1""","""3""",2,"""1""",2,"""9""",2,"""1""",2,2,"""2""",7,8,1,"""1""","""0""","""2""","""4""","""3""","""3"""
1458,2,"""2""","""16""","""1""","""1""",2,"""4""",1,"""3""",2,"""2""",2,2,"""2""",8,7,1,"""1""","""0""","""2""","""2""","""2""","""4"""
1459,4,"""4""","""19""","""1""","""1""",2,"""4""",2,"""9""",2,"""1""",2,2,"""2""",3,9,1,"""1""","""0""","""2""","""4""","""1""","""7"""
1460,1,"""1""","""11""","""1""","""1""",2,"""5""",2,"""3""",2,"""2""",2,2,"""2""",1,4,1,"""1""","""0""","""2""","""4""","""3""","""5"""
1461,2,"""2""","""20""","""1""","""1""",2,"""6""",2,"""8""",2,"""1""",2,2,"""2""",7,8,1,"""1""","""0""","""2""","""3""","""2""","""3"""
1464,2,"""2""","""11""","""1""","""1""",2,"""4""",2,"""9""",2,"""1""",2,2,"""2""",4,5,1,"""1""","""0""","""1""","""4""","""2""","""1"""
1473,2,"""2""","""13""","""1""","""2""",2,"""5""",1,"""3""",2,"""1""",2,2,"""2""",5,5,1,"""1""","""0""","""1""","""3""","""1""","""4"""
1476,4,"""4""","""11""","""2""","""3""",2,"""2""",1,"""2""",2,"""1""",1,2,"""2""",6,7,1,"""1""","""0""","""2""","""4""","""3""","""1"""
1477,2,"""2""","""11""","""1""","""2""",2,"""4""",1,"""9""",2,"""1""",2,2,"""2""",7,8,1,"""1""","""0""","""1""","""3""","""3""","""6"""
1479,2,"""2""","""13""","""1""","""2""",3,"""4""",2,"""4""",3,"""1""",2,2,"""2""",5,4,1,"""1""","""0""","""1""","""2""","""3""","""2"""
1483,2,"""2""","""13""","""2""","""2""",2,"""8""",1,"""9""",2,"""1""",1,2,"""2""",3,3,1,"""1""","""0""","""2""","""3""","""3""","""2"""
1491,1,"""1""","""13""","""1""","""1""",1,"""4""",1,"""2""",1,"""1""",1,2,"""2""",0,0,1,"""1""","""0""","""2""","""4""","""2""","""6"""
1521,2,"""2""","""8""","""1""","""1""",2,"""6""",1,"""4""",2,"""1""",1,2,"""2""",10,5,1,"""1""","""2""","""1""","""4""","""1""","""2"""
1526,2,"""2""","""-98""","""2""","""1""",2,"""3""",1,"""8""",2,"""1""",2,2,"""2""",8,5,1,"""1""","""2""","""2""","""3""","""1""","""2"""
1527,2,"""2""","""-98""","""1""","""2""",2,"""4""",1,"""2""",2,"""1""",2,2,"""2""",5,5,1,"""1""","""0""","""2""","""3""","""3""","""1"""
1532,5,"""5""","""36""","""1""","""1""",2,"""4""",1,"""2""",2,"""1""",2,2,"""2""",8,10,1,"""1""","""0""","""2""","""3""","""3""","""1"""
1536,4,"""4""","""36""","""1""","""2""",2,"""1""",1,"""1""",2,"""1""",1,2,"""2""",6,7,1,"""1""","""0""","""1""","""3""","""2""","""2"""
1537,4,"""4""","""4""","""1""","""1""",2,"""1""",1,"""2""",2,"""1""",2,2,"""2""",3,7,1,"""1""","""0""","""1""","""3""","""2""","""2"""
1538,5,"""5""","""16""","""1""","""2""",3,"""6""",2,"""8""",3,"""1""",2,2,"""2""",10,8,1,"""1""","""0""","""1""","""1""","""3""","""8"""
1542,2,"""2""","""19""","""1""","""2""",2,"""4""",1,"""9""",2,"""1""",2,2,"""2""",6,6,1,"""1""","""0""","""2""","""4""","""3""","""4"""
1545,5,"""5""","""96""","""2""","""1""",1,"""3""",1,"""2""",1,"""1""",1,2,"""2""",0,10,1,"""1""","""0""","""2""","""2""","""2""","""3"""
1549,2,"""2""","""1""","""1""","""1""",2,"""1""",1,"""2""",2,"""2""",2,2,"""2""",5,7,1,"""1""","""0""","""1""","""1""","""2""","""2"""
1553,2,"""2""","""17""","""2""","""2""",2,"""6""",1,"""5""",2,"""1""",2,2,"""2""",6,6,1,"""1""","""0""","""1""","""3""","""3""","""2"""
1558,4,"""4""","""13""","""1""","""1""",2,"""8""",1,"""2""",2,"""1""",2,2,"""2""",1,7,1,"""1""","""0""","""2""","""2""","""2""","""2"""
1562,2,"""2""","""31""","""2""","""1""",2,"""6""",2,"""9""",2,"""1""",2,2,"""2""",8,6,1,"""1""","""0""","""2""","""2""","""3""","""3"""
1564,2,"""2""","""1""","""1""","""3""",2,"""2""",1,"""2""",2,"""1""",2,2,"""2""",6,5,1,"""1""","""0""","""2""","""3""","""3""","""4"""
1571,2,"""2""","""1""","""1""","""3""",2,"""4""",2,"""9""",2,"""2""",2,2,"""2""",8,9,1,"""1""","""0""","""1""","""4""","""2""","""7"""
1583,2,"""2""","""-98""","""1""","""1""",2,"""12""",2,"""6""",2,"""1""",2,2,"""2""",5,10,1,"""1""","""0""","""2""","""4""","""1""","""3"""
1588,1,"""1""","""96""","""2""","""2""",3,"""6""",3,"""1""",3,"""2""",3,2,"""2""",2,3,1,"""1""","""0""","""2""","""3""","""3""","""3"""
1593,4,"""4""","""16""","""1""","""3""",2,"""4""",1,"""2""",2,"""1""",2,2,"""2""",7,7,1,"""1""","""0""","""1""","""3""","""2""","""3"""
1598,4,"""4""","""29""","""2""","""2""",2,"""10""",1,"""9""",2,"""1""",2,2,"""2""",6,8,1,"""1""","""0""","""2""","""3""","""1""","""1"""
1602,4,"""4""","""11""","""2""","""3""",2,"""1""",2,"""5""",2,"""1""",2,2,"""2""",3,9,1,"""1""","""0""","""1""","""4""","""2""","""1"""
1603,2,"""2""","""17""","""1""","""1""",3,"""9""",2,"""3""",3,"""2""",1,2,"""2""",3,7,1,"""1""","""0""","""1""","""3""","""3""","""5"""
1605,4,"""4""","""13""","""1""","""1""",3,"""1""",1,"""9""",3,"""1""",2,2,"""2""",3,5,1,"""1""","""0""","""2""","""4""","""1""","""1"""
1609,2,"""2""","""-98""","""2""","""3""",2,"""4""",1,"""9""",2,"""1""",3,2,"""2""",5,5,1,"""1""","""0""","""2""","""4""","""3""","""3"""
1613,2,"""2""","""-98""","""1""","""1""",2,"""1""",1,"""9""",2,"""1""",2,2,"""2""",4,3,1,"""1""","""0""","""1""","""2""","""2""","""1"""
1616,2,"""2""","""13""","""1""","""3""",2,"""4""",1,"""4""",2,"""1""",2,2,"""2""",8,7,1,"""1""","""0""","""1""","""2""","""2""","""3"""
1624,4,"""4""","""1""","""2""","""1""",3,"""4""",1,"""1""",3,"""1""",2,2,"""2""",6,4,1,"""1""","""0""","""2""","""2""","""2""","""1"""
1631,2,"""2""","""11""","""2""","""1""",2,"""12""",1,"""5""",2,"""1""",2,2,"""2""",5,7,1,"""1""","""0""","""2""","""4""","""3""","""1"""
1633,2,"""2""","""5""","""2""","""1""",3,"""4""",1,"""3""",3,"""2""",2,2,"""2""",5,7,1,"""1""","""0""","""2""","""4""","""2""","""4"""
1635,2,"""2""","""1""","""1""","""1""",3,"""5""",1,"""3""",3,"""2""",2,2,"""2""",5,6,1,"""1""","""0""","""2""","""3""","""3""","""3"""
1640,4,"""4""","""1""","""1""","""1""",2,"""4""",2,"""4""",2,"""2""",2,2,"""2""",5,6,1,"""1""","""0""","""1""","""2""","""3""","""4"""
1644,4,"""4""","""19""","""1""","""3""",3,"""4""",2,"""2""",3,"""2""",2,2,"""2""",4,6,1,"""1""","""0""","""1""","""4""","""3""","""3"""
1650,2,"""2""","""16""","""1""","""1""",2,"""4""",1,"""2""",2,"""1""",2,2,"""2""",5,7,1,"""1""","""0""","""2""","""4""","""1""","""2"""
1654,2,"""2""","""5""","""2""","""3""",2,"""2""",1,"""3""",2,"""2""",2,2,"""2""",7,5,1,"""1""","""0""","""2""","""4""","""3""","""2"""
1655,4,"""4""","""11""","""1""","""1""",2,"""12""",2,"""1""",2,"""1""",2,2,"""2""",5,7,1,"""1""","""0""","""2""","""4""","""3""","""2"""
1656,2,"""2""","""4""","""1""","""2""",2,"""2""",2,"""5""",2,"""1""",2,2,"""2""",6,7,1,"""1""","""0""","""2""","""2""","""2""","""5"""
1674,2,"""2""","""20""","""2""","""3""",2,"""6""",2,"""2""",2,"""1""",2,2,"""2""",7,7,1,"""1""","""0""","""2""","""4""","""2""","""4"""
1676,2,"""2""","""11""","""1""","""3""",2,"""4""",1,"""6""",2,"""1""",2,2,"""2""",5,6,1,"""1""","""0""","""1""","""4""","""2""","""2"""
1685,4,"""4""","""16""","""1""","""1""",2,"""4""",1,"""1""",2,"""2""",3,2,"""2""",4,7,1,"""1""","""0""","""1""","""4""","""3""","""2"""
1698,2,"""2""","""-99""","""2""","""2""",3,"""4""",2,"""9""",3,"""2""",2,2,"""2""",7,4,1,"""1""","""0""","""1""","""1""","""2""","""3"""
1700,2,"""2""","""13""","""1""","""3""",2,"""4""",1,"""2""",2,"""2""",2,2,"""2""",6,6,1,"""1""","""0""","""2""","""4""","""3""","""5"""
1704,1,"""1""","""16""","""2""","""1""",2,"""12""",2,"""2""",2,"""1""",1,2,"""2""",5,4,1,"""1""","""0""","""2""","""2""","""2""","""1"""
1709,2,"""2""","""33""","""1""","""3""",2,"""1""",1,"""2""",2,"""2""",2,2,"""2""",7,10,1,"""1""","""0""","""1""","""4""","""3""","""1"""
1714,2,"""2""","""27""","""1""","""3""",2,"""10""",1,"""6""",2,"""1""",2,2,"""2""",5,8,1,"""1""","""0""","""2""","""3""","""3""","""2"""
1716,1,"""1""","""1""","""2""","""2""",1,"""4""",1,"""9""",1,"""1""",1,2,"""2""",5,5,1,"""1""","""0""","""1""","""2""","""2""","""4"""
1720,2,"""2""","""11""","""1""","""2""",2,"""4""",1,"""9""",2,"""1""",1,2,"""2""",8,8,1,"""1""","""0""","""1""","""3""","""2""","""4"""
1721,2,"""2""","""16""","""1""","""2""",2,"""1""",1,"""2""",2,"""1""",2,2,"""2""",4,7,1,"""1""","""0""","""2""","""4""","""3""","""1"""
1726,2,"""2""","""7""","""1""","""2""",2,"""4""",1,"""9""",2,"""1""",2,2,"""2""",5,7,1,"""1""","""0""","""2""","""3""","""2""","""3"""
1728,4,"""4""","""16""","""2""","""1""",2,"""10""",1,"""8""",2,"""2""",1,2,"""2""",7,5,1,"""1""","""0""","""2""","""4""","""3""","""4"""
1731,2,"""2""","""19""","""2""","""1""",2,"""12""",1,"""3""",2,"""2""",2,2,"""2""",2,5,1,"""1""","""0""","""1""","""2""","""2""","""3"""
