SRCID,Q1,Q1_Ordinal,Q2,DUM1,DUM2,Q5Average,Q6,Q7Average,Q8,Q9Average,Q10,Q11Average,Q12,Q12_Ordinal,Q18,Q20,Q22,Q22_Ordinal,Q24,p_gender_sdc,p_age_group_sdc,p_education_sdc,p_state_sdc
517,4,"""4""","""16""","""1""","""2""",2,"""1""",2,"""5""",2,"""2""",2,1,"""1""",3,6,3,"""3""","""1""","""2""","""3""","""1""","""2"""
519,1,"""1""","""1""","""1""","""3""",2,"""6""",2,"""1""",2,"""1""",2,1,"""1""",4,6,3,"""3""","""2""","""1""","""4""","""1""","""1"""
530,2,"""2""","""19""","""1""","""1""",2,"""1""",1,"""9""",2,"""2""",2,1,"""1""",7,5,3,"""3""","""1""","""1""","""3""","""1""","""2"""
532,2,"""2""","""96""","""1""","""1""",2,"""4""",2,"""2""",2,"""1""",2,1,"""1""",4,8,3,"""3""","""1""","""1""","""2""","""1""","""1"""
536,2,"""2""","""2""","""2""","""2""",3,"""4""",2,"""2""",3,"""1""",2,1,"""1""",7,9,3,"""3""","""1""","""1""","""3""","""1""","""1"""
539,2,"""2""","""96""","""1""","""1""",3,"""4""",1,"""7""",3,"""2""",2,1,"""1""",7,6,3,"""3""","""1""","""2""","""4""","""1""","""3"""
540,2,"""2""","""-98""","""1""","""3""",2,"""4""",1,"""1""",2,"""1""",1,1,"""1""",1,2,3,"""3""","""1""","""2""","""4""","""1""","""8"""
541,1,"""1""","""37""","""1""","""3""",2,"""9""",2,"""9""",2,"""1""",1,1,"""1""",9,9,3,"""3""","""1""","""2""","""2""","""1""","""1"""
542,4,"""4""","""16""","""1""","""2""",2,"""2""",2,"""5""",2,"""2""",2,1,"""1""",7,8,3,"""3""","""1""","""2""","""3""","""1""","""1"""
543,2,"""2""","""11""","""2""","""1""",2,"""4""",1,"""3""",2,"""1""",2,1,"""1""",7,10,3,"""3""","""2""","""2""","""2""","""1""","""2"""
551,4,"""4""","""1""","""1""","""1""",2,"""3""",1,"""3""",2,"""2""",2,1,"""1""",7,8,3,"""3""","""1""","""1""","""3""","""1""","""3"""
552,2,"""2""","""13""","""1""","""1""",2,"""4""",2,"""2""",2,"""1""",3,1,"""1""",8,8,3,"""3""","""1""","""2""","""2""","""1""","""1"""
555,2,"""2""","""16""","""2""","""2""",2,"""12""",2,"""5""",2,"""2""",2,1,"""1""",6,7,3,"""3""","""2""","""2""","""3""","""1""","""1"""
560,2,"""2""","""20""","""1""","""1""",2,"""4""",1,"""9""",2,"""2""",1,1,"""1""",6,7,3,"""3""","""0""","""2""","""2""","""2""","""1"""
561,4,"""4""","""16""","""1""","""1""",2,"""1""",2,"""5""",2,"""1""",2,1,"""1""",6,8,3,"""3""","""1""","""2""","""3""","""1""","""5"""
568,2,"""2""","""27""","""1""","""3""",2,"""6""",1,"""5""",2,"""1""",2,1,"""1""",7,8,3,"""3""","""1""","""2""","""3""","""1""","""2"""
572,5,"""5""","""20""","""1""","""1""",4,"""11""",2,"""5""",4,"""2""",2,1,"""1""",5,2,3,"""3""","""1""","""2""","""2""","""1""","""4"""
575,2,"""2""","""1""","""1""","""3""",2,"""4""",1,"""9""",2,"""2""",2,1,"""1""",10,5,3,"""3""","""0""","""1""","""2""","""2""","""1"""
581,2,"""2""","""12""","""1""","""3""",2,"""4""",1,"""5""",2,"""1""",1,1,"""1""",3,7,3,"""3""","""0""","""1""","""3""","""2""","""1"""
582,4,"""4""","""1""","""1""","""1""",2,"""4""",2,"""2""",2,"""1""",2,1,"""1""",7,8,3,"""3""","""1""","""1""","""2""","""1""","""2"""
583,4,"""4""","""20""","""1""","""1""",2,"""9""",2,"""5""",2,"""1""",2,1,"""1""",6,7,3,"""3""","""1""","""1""","""4""","""1""","""1"""
584,1,"""1""","""16""","""2""","""2""",2,"""4""",1,"""2""",2,"""2""",2,1,"""1""",1,3,3,"""3""","""1""","""2""","""4""","""1""","""8"""
599,2,"""2""","""11""","""2""","""1""",2,"""12""",1,"""8""",2,"""1""",2,1,"""1""",3,6,3,"""3""","""1""","""2""","""3""","""1""","""5"""
602,4,"""4""","""13""","""1""","""2""",2,"""4""",1,"""2""",2,"""2""",2,1,"""1""",7,7,3,"""3""","""0""","""2""","""4""","""3""","""6"""
608,2,"""2""","""-98""","""1""","""3""",2,"""9""",1,"""9""",2,"""1""",2,1,"""1""",7,6,3,"""3""","""0""","""2""","""2""","""2""","""1"""
611,4,"""4""","""16""","""1""","""1""",3,"""4""",2,"""2""",3,"""2""",2,1,"""1""",7,5,3,"""3""","""1""","""1""","""3""","""1""","""1"""
612,4,"""4""","""29""","""2""","""2""",2,"""12""",1,"""9""",2,"""2""",2,1,"""1""",8,8,3,"""3""","""0""","""2""","""2""","""2""","""2"""
615,4,"""4""","""1""","""2""","""1""",2,"""12""",2,"""5""",2,"""2""",2,1,"""1""",7,7,3,"""3""","""1""","""1""","""1""","""1""","""2"""
619,4,"""4""","""11""","""1""","""3""",3,"""1""",2,"""8""",3,"""2""",2,1,"""1""",6,8,3,"""3""","""2""","""2""","""2""","""1""","""1"""
626,4,"""4""","""16""","""2""","""1""",2,"""4""",2,"""9""",2,"""2""",2,1,"""1""",6,6,3,"""3""","""1""","""1""","""4""","""1""","""2"""
627,4,"""4""","""11""","""1""","""3""",2,"""9""",2,"""3""",2,"""1""",2,1,"""1""",4,3,3,"""3""","""1""","""1""","""4""","""1""","""3"""
630,4,"""4""","""29""","""1""","""2""",2,"""5""",1,"""6""",2,"""2""",2,1,"""1""",5,5,3,"""3""","""0""","""1""","""4""","""2""","""1"""
631,4,"""4""","""11""","""1""","""3""",2,"""4""",1,"""5""",2,"""2""",2,1,"""1""",6,6,3,"""3""","""0""","""2""","""1""","""3""","""1"""
632,2,"""2""","""16""","""1""","""1""",2,"""4""",2,"""5""",2,"""1""",2,1,"""1""",6,8,3,"""3""","""1""","""1""","""3""","""1""","""5"""
635,4,"""4""","""20""","""1""","""1""",2,"""1""",2,"""5""",2,"""1""",2,1,"""1""",7,7,3,"""3""","""1""","""2""","""3""","""1""","""4"""
637,2,"""2""","""29""","""1""","""2""",2,"""1""",2,"""5""",2,"""2""",2,1,"""1""",7,9,3,"""3""","""1""","""1""","""2""","""1""","""1"""
642,4,"""4""","""5""","""1""","""3""",2,"""1""",1,"""5""",2,"""1""",1,1,"""1""",7,10,3,"""3""","""1""","""2""","""2""","""1""","""1"""
649,2,"""2""","""19""","""1""","""1""",3,"""4""",2,"""8""",3,"""1""",2,1,"""1""",4,6,3,"""3""","""0""","""2""","""3""","""2""","""4"""
654,2,"""2""","""35""","""1""","""1""",2,"""1""",1,"""8""",2,"""1""",1,1,"""1""",3,8,3,"""3""","""1""","""2""","""2""","""1""","""2"""
658,4,"""4""","""19""","""2""","""2""",3,"""9""",1,"""2""",3,"""2""",2,1,"""1""",5,8,3,"""3""","""1""","""2""","""3""","""1""","""2"""
659,2,"""2""","""1""","""1""","""1""",2,"""4""",1,"""2""",2,"""1""",2,1,"""1""",7,8,3,"""3""","""0""","""2""","""3""","""2""","""1"""
669,2,"""2""","""13""","""1""","""2""",2,"""8""",1,"""7""",2,"""2""",2,1,"""1""",8,5,3,"""3""","""0""","""1""","""3""","""2""","""4"""
678,4,"""4""","""1""","""2""","""1""",3,"""1""",2,"""5""",3,"""1""",2,1,"""1""",7,7,3,"""3""","""1""","""1""","""2""","""1""","""4"""
688,4,"""4""","""13""","""1""","""1""",3,"""1""",1,"""9""",3,"""2""",2,1,"""1""",7,10,3,"""3""","""0""","""1""","""3""","""2""","""2"""
694,2,"""2""","""33""","""2""","""1""",3,"""4""",1,"""9""",3,"""2""",2,1,"""1""",4,6,3,"""3""","""2""","""2""","""3""","""1""","""1"""
703,5,"""5""","""20""","""1""","""1""",2,"""2""",1,"""3""",2,"""1""",2,1,"""1""",3,10,3,"""3""","""1""","""2""","""3""","""1""","""3"""
708,2,"""2""","""11""","""1""","""3""",2,"""1""",2,"""5""",2,"""1""",2,1,"""1""",7,8,3,"""3""","""1""","""1""","""4""","""1""","""3"""
718,4,"""4""","""11""","""1""","""3""",2,"""1""",1,"""5""",2,"""2""",1,1,"""1""",3,8,3,"""3""","""1""","""2""","""2""","""1""","""2"""
722,4,"""4""","""20""","""2""","""2""",3,"""1""",1,"""2""",3,"""2""",2,1,"""1""",2,7,3,"""3""","""1""","""1""","""3""","""1""","""2"""
728,4,"""4""","""11""","""1""","""1""",2,"""4""",2,"""5""",2,"""1""",2,1,"""1""",8,8,3,"""3""","""1""","""2""","""2""","""1""","""1"""
730,5,"""5""","""11""","""1""","""2""",2,"""4""",1,"""5""",2,"""2""",2,1,"""1""",8,9,3,"""3""","""1""","""1""","""3""","""1""","""1"""
731,4,"""4""","""11""","""1""","""1""",2,"""12""",1,"""1""",2,"""2""",1,1,"""1""",7,8,3,"""3""","""1""","""2""","""3""","""1""","""2"""
734,4,"""4""","""96""","""2""","""2""",3,"""9""",1,"""1""",3,"""2""",2,1,"""1""",8,10,3,"""3""","""0""","""2""","""2""","""2""","""1"""
735,5,"""5""","""13""","""2""","""1""",2,"""4""",1,"""1""",2,"""2""",2,1,"""1""",8,7,3,"""3""","""1""","""1""","""3""","""1""","""3"""
740,4,"""4""","""18""","""2""","""1""",2,"""4""",1,"""5""",2,"""2""",2,1,"""1""",7,3,3,"""3""","""1""","""1""","""1""","""1""","""3"""
743,2,"""2""","""16""","""1""","""3""",3,"""1""",1,"""5""",3,"""2""",2,1,"""1""",8,5,3,"""3""","""2""","""1""","""3""","""1""","""3"""
745,2,"""2""","""8""","""1""","""1""",2,"""2""",1,"""6""",2,"""1""",1,1,"""1""",5,7,3,"""3""","""1""","""2""","""2""","""1""","""1"""
751,5,"""5""","""16""","""2""","""3""",2,"""11""",2,"""5""",2,"""2""",2,1,"""1""",8,8,3,"""3""","""0""","""1""","""4""","""3""","""4"""
753,1,"""1""","""1""","""1""","""1""",1,"""4""",2,"""5""",1,"""1""",2,1,"""1""",5,5,3,"""3""","""1""","""2""","""2""","""1""","""6"""
763,4,"""4""","""11""","""1""","""3""",2,"""12""",1,"""3""",2,"""1""",2,1,"""1""",8,10,3,"""3""","""1""","""2""","""4""","""1""","""1"""
766,2,"""2""","""96""","""1""","""1""",2,"""11""",1,"""5""",2,"""1""",2,1,"""1""",6,6,3,"""3""","""0""","""1""","""1""","""3""","""5"""
767,5,"""5""","""19""","""2""","""3""",2,"""4""",1,"""8""",2,"""1""",1,1,"""1""",7,4,3,"""3""","""1""","""1""","""4""","""1""","""1"""
774,2,"""2""","""13""","""2""","""3""",2,"""4""",2,"""9""",2,"""1""",2,1,"""1""",7,5,3,"""3""","""0""","""1""","""2""","""2""","""2"""
777,4,"""4""","""1""","""1""","""3""",3,"""4""",2,"""3""",3,"""1""",2,1,"""1""",2,7,3,"""3""","""1""","""1""","""3""","""1""","""2"""
783,2,"""2""","""8""","""1""","""1""",2,"""11""",1,"""2""",2,"""1""",2,1,"""1""",6,8,3,"""3""","""1""","""2""","""1""","""1""","""1"""
788,2,"""2""","""11""","""2""","""2""",2,"""6""",2,"""5""",2,"""2""",2,1,"""1""",4,7,3,"""3""","""1""","""2""","""3""","""1""","""8"""
795,2,"""2""","""16""","""2""","""2""",2,"""4""",2,"""9""",2,"""1""",2,1,"""1""",7,5,3,"""3""","""1""","""1""","""1""","""1""","""1"""
798,5,"""5""","""8""","""1""","""2""",3,"""4""",2,"""2""",3,"""1""",2,1,"""1""",7,7,3,"""3""","""1""","""2""","""2""","""1""","""1"""
802,4,"""4""","""20""","""2""","""3""",2,"""12""",1,"""1""",2,"""1""",2,1,"""1""",1,0,3,"""3""","""1""","""2""","""2""","""1""","""1"""
805,4,"""4""","""13""","""1""","""1""",3,"""6""",1,"""5""",3,"""2""",2,1,"""1""",5,10,3,"""3""","""0""","""1""","""3""","""3""","""6"""
806,2,"""2""","""18""","""1""","""3""",3,"""1""",2,"""5""",3,"""1""",2,1,"""1""",7,6,3,"""3""","""1""","""1""","""3""","""1""","""1"""
807,2,"""2""","""11""","""1""","""1""",2,"""12""",2,"""5""",2,"""1""",2,1,"""1""",7,8,3,"""3""","""0""","""2""","""4""","""2""","""1"""
809,2,"""2""","""20""","""1""","""1""",2,"""4""",1,"""8""",2,"""1""",2,1,"""1""",8,9,3,"""3""","""0""","""2""","""3""","""3""","""2"""
812,4,"""4""","""6""","""1""","""1""",2,"""1""",2,"""9""",2,"""1""",3,1,"""1""",8,5,3,"""3""","""1""","""2""","""3""","""1""","""1"""
823,2,"""2""","""1""","""2""","""2""",2,"""4""",1,"""2""",2,"""2""",2,1,"""1""",6,7,3,"""3""","""1""","""2""","""4""","""1""","""4"""
826,4,"""4""","""11""","""1""","""3""",2,"""9""",2,"""5""",2,"""1""",1,1,"""1""",10,8,3,"""3""","""1""","""1""","""2""","""1""","""1"""
835,5,"""5""","""29""","""2""","""3""",3,"""4""",1,"""9""",3,"""2""",2,1,"""1""",7,8,3,"""3""","""1""","""2""","""4""","""1""","""3"""
837,2,"""2""","""16""","""1""","""2""",2,"""1""",1,"""8""",2,"""1""",1,1,"""1""",5,10,3,"""3""","""1""","""1""","""4""","""1""","""2"""
845,2,"""2""","""35""","""1""","""2""",3,"""4""",1,"""2""",3,"""2""",2,1,"""1""",7,8,3,"""3""","""0""","""1""","""3""","""2""","""5"""
847,4,"""4""","""1""","""2""","""1""",3,"""5""",1,"""8""",3,"""2""",2,1,"""1""",4,4,3,"""3""","""1""","""1""","""3""","""1""","""5"""
849,2,"""2""","""16""","""1""","""1""",2,"""4""",1,"""3""",2,"""1""",2,1,"""1""",10,10,3,"""3""","""0""","""1""","""4""","""3""","""2"""
851,2,"""2""","""11""","""1""","""1""",2,"""12""",2,"""2""",2,"""1""",2,1,"""1""",5,6,3,"""3""","""1""","""2""","""4""","""1""","""1"""
855,4,"""4""","""11""","""2""","""3""",2,"""1""",1,"""1""",2,"""1""",2,1,"""1""",5,10,3,"""3""","""1""","""1""","""2""","""1""","""6"""
856,4,"""4""","""36""","""1""","""3""",2,"""1""",1,"""1""",2,"""1""",2,1,"""1""",5,5,3,"""3""","""0""","""2""","""4""","""3""","""1"""
862,4,"""4""","""1""","""1""","""1""",1,"""1""",2,"""9""",1,"""1""",2,1,"""1""",6,7,3,"""3""","""1""","""1""","""4""","""1""","""1"""
866,2,"""2""","""29""","""2""","""1""",2,"""1""",2,"""2""",2,"""2""",2,1,"""1""",3,2,3,"""3""","""1""","""1""","""4""","""1""","""2"""
869,2,"""2""","""36""","""1""","""2""",2,"""4""",1,"""9""",2,"""1""",2,1,"""1""",7,10,3,"""3""","""1""","""2""","""2""","""1""","""2"""
874,2,"""2""","""16""","""1""","""1""",2,"""1""",1,"""5""",2,"""1""",1,1,"""1""",5,5,3,"""3""","""1""","""1""","""4""","""1""","""1"""
875,2,"""2""","""1""","""1""","""2""",2,"""4""",1,"""1""",2,"""1""",1,1,"""1""",5,5,3,"""3""","""1""","""2""","""2""","""1""","""4"""
880,4,"""4""","""32""","""1""","""1""",2,"""1""",1,"""9""",2,"""1""",2,1,"""1""",4,10,3,"""3""","""1""","""2""","""2""","""1""","""1"""
882,4,"""4""","""12""","""1""","""1""",3,"""4""",2,"""2""",3,"""2""",3,1,"""1""",7,8,3,"""3""","""0""","""2""","""2""","""2""","""1"""
887,2,"""2""","""11""","""1""","""1""",2,"""4""",1,"""9""",2,"""1""",2,1,"""1""",7,6,3,"""3""","""2""","""2""","""2""","""1""","""5"""
892,2,"""2""","""11""","""1""","""3""",2,"""4""",2,"""4""",2,"""1""",2,1,"""1""",8,10,3,"""3""","""0""","""1""","""1""","""2""","""2"""
893,4,"""4""","""16""","""1""","""1""",2,"""4""",1,"""5""",2,"""1""",2,1,"""1""",2,5,3,"""3""","""1""","""2""","""4""","""1""","""3"""
899,4,"""4""","""1""","""2""","""1""",2,"""1""",1,"""2""",2,"""1""",2,1,"""1""",5,5,3,"""3""","""1""","""2""","""2""","""1""","""2"""
900,4,"""4""","""29""","""1""","""1""",3,"""12""",1,"""1""",3,"""2""",1,1,"""1""",9,10,3,"""3""","""1""","""2""","""4""","""1""","""1"""
901,5,"""5""","""13""","""1""","""3""",2,"""1""",1,"""1""",2,"""1""",2,1,"""1""",8,10,3,"""3""","""0""","""1""","""4""","""2""","""2"""
910,4,"""4""","""20""","""1""","""2""",2,"""12""",1,"""5""",2,"""1""",2,1,"""1""",7,7,3,"""3""","""0""","""2""","""3""","""1""","""8"""
925,3,"""3""","""36""","""1""","""2""",2,"""12""",2,"""1""",2,"""1""",2,1,"""1""",4,10,3,"""3""","""1""","""2""","""4""","""1""","""4"""
926,3,"""3""","""26""","""1""","""3""",2,"""6""",2,"""5""",2,"""1""",2,1,"""1""",7,5,3,"""3""","""1""","""2""","""4""","""1""","""5"""
931,4,"""4""","""1""","""2""","""1""",2,"""12""",1,"""5""",2,"""1""",2,1,"""1""",7,8,3,"""3""","""1""","""1""","""4""","""1""","""5"""
935,4,"""4""","""1""","""2""","""2""",3,"""8""",2,"""8""",3,"""2""",2,1,"""1""",7,2,3,"""3""","""1""","""1""","""3""","""1""","""1"""
940,2,"""2""","""19""","""2""","""2""",2,"""6""",1,"""4""",2,"""1""",2,1,"""1""",7,8,3,"""3""","""1""","""2""","""4""","""1""","""2"""
941,2,"""2""","""16""","""1""","""1""",2,"""1""",1,"""5""",2,"""1""",3,1,"""1""",7,5,3,"""3""","""1""","""2""","""3""","""1""","""2"""
942,4,"""4""","""11""","""1""","""1""",2,"""4""",1,"""2""",2,"""1""",2,1,"""1""",4,10,3,"""3""","""1""","""2""","""2""","""1""","""1"""
944,4,"""4""","""32""","""1""","""3""",3,"""4""",2,"""2""",3,"""2""",2,1,"""1""",7,7,3,"""3""","""1""","""2""","""2""","""1""","""2"""
948,5,"""5""","""16""","""2""","""2""",3,"""4""",1,"""1""",3,"""2""",2,1,"""1""",8,9,3,"""3""","""1""","""2""","""4""","""1""","""1"""
957,2,"""2""","""20""","""1""","""1""",2,"""4""",2,"""2""",2,"""2""",2,1,"""1""",4,8,3,"""3""","""1""","""2""","""1""","""1""","""3"""
959,5,"""5""","""13""","""2""","""2""",3,"""6""",4,"""5""",3,"""2""",1,1,"""1""",6,7,3,"""3""","""1""","""1""","""1""","""1""","""1"""
968,2,"""2""","""8""","""2""","""3""",2,"""10""",2,"""5""",2,"""2""",3,1,"""1""",5,9,3,"""3""","""1""","""2""","""2""","""1""","""5"""
972,2,"""2""","""11""","""1""","""1""",2,"""1""",2,"""5""",2,"""1""",1,1,"""1""",5,4,3,"""3""","""1""","""2""","""4""","""1""","""8"""
975,2,"""2""","""1""","""2""","""3""",2,"""4""",1,"""5""",2,"""1""",2,1,"""1""",5,5,3,"""3""","""1""","""1""","""4""","""1""","""3"""
987,2,"""2""","""18""","""1""","""2""",2,"""4""",1,"""5""",2,"""1""",2,1,"""1""",8,8,3,"""3""","""1""","""1""","""4""","""1""","""2"""
989,2,"""2""","""16""","""1""","""3""",2,"""4""",1,"""2""",2,"""1""",2,1,"""1""",8,9,3,"""3""","""1""","""2""","""2""","""1""","""6"""
990,2,"""2""","""17""","""1""","""3""",3,"""4""",1,"""5""",3,"""1""",2,1,"""1""",8,8,3,"""3""","""1""","""2""","""2""","""1""","""4"""
991,4,"""4""","""34""","""2""","""1""",2,"""1""",2,"""5""",2,"""2""",2,1,"""1""",7,9,3,"""3""","""1""","""1""","""4""","""1""","""4"""
995,2,"""2""","""11""","""1""","""1""",2,"""9""",2,"""8""",2,"""1""",2,1,"""1""",7,7,3,"""3""","""1""","""1""","""3""","""1""","""1"""
999,4,"""4""","""33""","""2""","""3""",2,"""1""",2,"""5""",2,"""1""",2,1,"""1""",7,8,3,"""3""","""1""","""1""","""4""","""1""","""5"""
1001,5,"""5""","""96""","""2""","""2""",3,"""12""",1,"""2""",3,"""2""",2,1,"""1""",3,5,3,"""3""","""0""","""2""","""3""","""2""","""1"""
1003,2,"""2""","""11""","""1""","""3""",3,"""9""",2,"""3""",3,"""2""",2,1,"""1""",6,8,3,"""3""","""2""","""1""","""2""","""1""","""1"""
1010,5,"""5""","""16""","""2""","""1""",3,"""1""",2,"""5""",3,"""1""",2,1,"""1""",3,2,3,"""3""","""1""","""1""","""3""","""1""","""1"""
1018,2,"""2""","""11""","""1""","""1""",2,"""4""",1,"""9""",2,"""1""",2,1,"""1""",7,10,3,"""3""","""1""","""2""","""2""","""1""","""1"""
1020,2,"""2""","""13""","""2""","""2""",2,"""1""",1,"""2""",2,"""2""",2,1,"""1""",5,7,3,"""3""","""1""","""2""","""4""","""1""","""5"""
1026,2,"""2""","""4""","""1""","""1""",2,"""4""",1,"""2""",2,"""2""",1,1,"""1""",7,3,3,"""3""","""1""","""2""","""2""","""1""","""2"""
1036,4,"""4""","""11""","""1""","""2""",2,"""4""",2,"""9""",2,"""1""",1,1,"""1""",8,5,3,"""3""","""1""","""2""","""2""","""1""","""4"""
1041,2,"""2""","""96""","""2""","""1""",3,"""1""",1,"""9""",3,"""2""",3,1,"""1""",4,7,3,"""3""","""0""","""2""","""4""","""3""","""5"""
1049,4,"""4""","""1""","""2""","""3""",2,"""6""",1,"""5""",2,"""2""",2,1,"""1""",6,6,3,"""3""","""1""","""2""","""3""","""1""","""2"""
1051,2,"""2""","""1""","""1""","""1""",2,"""12""",1,"""5""",2,"""2""",2,1,"""1""",7,8,3,"""3""","""1""","""2""","""4""","""1""","""3"""
1059,4,"""4""","""16""","""2""","""1""",3,"""4""",1,"""9""",3,"""2""",2,1,"""1""",8,8,3,"""3""","""0""","""1""","""3""","""2""","""2"""
1060,4,"""4""","""19""","""1""","""1""",2,"""6""",1,"""8""",2,"""1""",2,1,"""1""",4,6,3,"""3""","""1""","""2""","""2""","""1""","""1"""
1064,4,"""4""","""16""","""2""","""3""",3,"""4""",2,"""2""",3,"""2""",2,1,"""1""",3,7,3,"""3""","""1""","""2""","""4""","""1""","""1"""
1065,1,"""1""","""1""","""2""","""1""",2,"""4""",2,"""5""",2,"""2""",2,1,"""1""",2,5,3,"""3""","""0""","""2""","""3""","""2""","""4"""
1066,5,"""5""","""5""","""2""","""1""",3,"""6""",1,"""5""",3,"""2""",1,1,"""1""",5,10,3,"""3""","""0""","""1""","""2""","""2""","""3"""
1096,1,"""1""","""11""","""1""","""3""",2,"""4""",1,"""9""",2,"""1""",2,1,"""1""",5,5,3,"""3""","""1""","""2""","""1""","""1""","""1"""
1100,5,"""5""","""16""","""1""","""3""",2,"""1""",1,"""4""",2,"""2""",2,1,"""1""",8,10,3,"""3""","""0""","""1""","""4""","""2""","""3"""
1109,4,"""4""","""11""","""2""","""1""",2,"""1""",2,"""5""",2,"""1""",2,1,"""1""",5,7,3,"""3""","""0""","""1""","""4""","""2""","""1"""
1118,4,"""4""","""19""","""1""","""3""",2,"""1""",2,"""8""",2,"""2""",2,1,"""1""",7,10,3,"""3""","""1""","""2""","""4""","""1""","""6"""
1119,2,"""2""","""17""","""1""","""2""",2,"""2""",2,"""3""",2,"""1""",2,1,"""1""",5,8,3,"""3""","""0""","""2""","""1""","""3""","""1"""
1124,2,"""2""","""34""","""2""","""1""",2,"""4""",1,"""2""",2,"""2""",2,1,"""1""",2,4,3,"""3""","""1""","""2""","""4""","""1""","""1"""
1125,2,"""2""","""11""","""2""","""1""",2,"""9""",2,"""8""",2,"""1""",1,1,"""1""",6,6,3,"""3""","""1""","""2""","""4""","""1""","""3"""
1129,1,"""1""","""96""","""2""","""2""",2,"""4""",1,"""2""",2,"""1""",1,1,"""1""",2,9,3,"""3""","""1""","""2""","""4""","""1""","""3"""
1130,2,"""2""","""29""","""1""","""2""",2,"""1""",2,"""9""",2,"""2""",3,1,"""1""",6,6,3,"""3""","""1""","""2""","""3""","""1""","""1"""
1131,2,"""2""","""11""","""1""","""3""",2,"""12""",2,"""5""",2,"""2""",2,1,"""1""",8,7,3,"""3""","""2""","""2""","""3""","""1""","""3"""
1142,2,"""2""","""1""","""1""","""3""",2,"""4""",1,"""1""",2,"""2""",2,1,"""1""",5,5,3,"""3""","""2""","""2""","""2""","""1""","""3"""
1146,4,"""4""","""1""","""2""","""1""",2,"""9""",1,"""5""",2,"""2""",2,1,"""1""",8,8,3,"""3""","""2""","""2""","""4""","""1""","""4"""
1149,4,"""4""","""1""","""2""","""2""",3,"""4""",1,"""1""",3,"""2""",2,1,"""1""",5,5,3,"""3""","""1""","""1""","""4""","""1""","""1"""
1155,2,"""2""","""27""","""2""","""1""",2,"""1""",1,"""7""",2,"""1""",2,1,"""1""",2,0,3,"""3""","""1""","""2""","""4""","""1""","""1"""
1165,4,"""4""","""16""","""1""","""1""",2,"""4""",1,"""6""",2,"""2""",2,1,"""1""",7,7,3,"""3""","""0""","""1""","""2""","""2""","""5"""
1171,4,"""4""","""11""","""1""","""2""",2,"""4""",2,"""5""",2,"""1""",2,1,"""1""",5,5,3,"""3""","""0""","""1""","""2""","""1""","""5"""
1178,5,"""5""","""13""","""2""","""3""",3,"""4""",2,"""2""",3,"""2""",2,1,"""1""",7,7,3,"""3""","""0""","""1""","""2""","""2""","""3"""
1180,2,"""2""","""16""","""1""","""3""",2,"""4""",2,"""5""",2,"""1""",3,1,"""1""",3,10,3,"""3""","""1""","""1""","""2""","""1""","""3"""
1181,2,"""2""","""34""","""1""","""1""",2,"""1""",2,"""5""",2,"""2""",2,1,"""1""",7,5,3,"""3""","""1""","""1""","""2""","""1""","""4"""
1182,4,"""4""","""16""","""1""","""1""",3,"""1""",2,"""5""",3,"""2""",2,1,"""1""",2,10,3,"""3""","""1""","""1""","""4""","""1""","""2"""
1190,2,"""2""","""20""","""1""","""1""",2,"""4""",1,"""9""",2,"""2""",1,1,"""1""",6,5,3,"""3""","""1""","""2""","""2""","""1""","""2"""
1194,4,"""4""","""1""","""1""","""1""",2,"""9""",1,"""5""",2,"""1""",2,1,"""1""",7,6,3,"""3""","""1""","""1""","""2""","""1""","""1"""
1197,2,"""2""","""29""","""1""","""2""",2,"""4""",1,"""5""",2,"""2""",2,1,"""1""",5,8,3,"""3""","""0""","""1""","""3""","""2""","""1"""
1205,2,"""2""","""1""","""1""","""1""",2,"""6""",2,"""9""",2,"""2""",2,1,"""1""",6,9,3,"""3""","""1""","""1""","""2""","""1""","""2"""
1208,4,"""4""","""11""","""2""","""1""",3,"""2""",1,"""9""",3,"""2""",2,1,"""1""",5,10,3,"""3""","""1""","""2""","""2""","""1""","""5"""
1213,2,"""2""","""1""","""2""","""1""",2,"""1""",2,"""5""",2,"""1""",1,1,"""1""",8,9,3,"""3""","""2""","""1""","""2""","""1""","""3"""
1224,2,"""2""","""11""","""2""","""3""",2,"""6""",1,"""5""",2,"""1""",1,1,"""1""",7,7,3,"""3""","""1""","""1""","""4""","""1""","""2"""
1228,4,"""4""","""36""","""2""","""3""",2,"""1""",2,"""6""",2,"""1""",2,1,"""1""",8,8,3,"""3""","""1""","""1""","""3""","""1""","""1"""
1233,4,"""4""","""16""","""1""","""1""",3,"""4""",1,"""1""",3,"""2""",2,1,"""1""",6,7,3,"""3""","""0""","""1""","""4""","""2""","""1"""
1243,2,"""2""","""11""","""2""","""2""",2,"""4""",1,"""9""",2,"""2""",2,1,"""1""",7,6,3,"""3""","""0""","""1""","""2""","""2""","""2"""
1255,4,"""4""","""29""","""1""","""3""",2,"""4""",1,"""9""",2,"""2""",2,1,"""1""",7,8,3,"""3""","""1""","""1""","""2""","""1""","""1"""
1261,2,"""2""","""11""","""2""","""3""",2,"""12""",2,"""8""",2,"""1""",2,1,"""1""",7,8,3,"""3""","""2""","""2""","""2""","""1""","""1"""
1264,4,"""4""","""20""","""1""","""1""",2,"""4""",1,"""9""",2,"""1""",2,1,"""1""",7,7,3,"""3""","""0""","""2""","""4""","""2""","""4"""
